COLLECTED_NAME,MASTER GENOTYPE ID
NY_20_06_01_A_1,E001
NY_20_06_02_A_1,E002
NY_20_06_03_A_1,E003
NY_20_06_04_A_1,E004
NY_20_06_05_A_1,E005
NY_20_06_06_A_1,E006
NY_20_06_07_A_1,E007
NY_20_06_08_A_1,E008
NY_20_06_09_A_1,E009
NY_20_06_10_A_1,E010
NY_20_06_11_A_1,E011
NY_20_06_12_A_1,E012
NY_20_06_13_A_1,E013
NY_20_06_14_A_1,E014
NY_20_06_15_A_1,E015
NY_20_06_16_A_1,E016
NY_20_06_17_A_1,E017
NY_20_06_18_A_1,E019
NY_20_06_19_A_1,E020
NY_20_06_20_A_1,E022
NY_20_06_21_A_1,E023
NY_20_06_22_A_1,E024
NY_20_06_23_A_1,E025
NY_20_06_24_A_1,E026
NY_20_06_25_A_1,E027
NY_20_06_26_A_1,E028
NY_20_06_27_A_1,E029
NY_20_06_28_A_1,E030
NY_20_06_29_A_1,E031
NY_20_06_30_A_1,E032
NY_20_06_31_A_1,E033
NY_20_06_32_A_1,E034
NY_20_06_33_A_1,E035
NY_20_06_34_A_1,E036
NY_20_05_01_A_1,E088
NY_20_05_02_A_1,E089
NY_20_05_03_A_1,E090
NY_20_05_04_A_1,E091
NY_20_05_05_A_1,E092
NY_20_05_06_A_1,E093
NY_20_05_07_A_1,E094
NY_20_05_08_A_1,E095
NY_20_05_09_A_1,E096
NY_20_05_10_A_1,E097
NY_20_05_11_A_1,E098
NY_20_05_12_A_1,E099
NY_20_05_13_A_1,E100
NY_20_05_14_A_1,E101
NY_20_05_15_A_1,E102
NY_20_05_16_A_1,E103
NY_20_05_17_A_1,E104
NY_20_05_18_A_1,E105
NY_20_05_19_A_1,E106
NY_20_05_20_A_1,E107
NY_20_05_21_A_1,E108
NY_20_05_22_A_1,E109
NY_20_05_23_A_1,E110
NY_20_05_24_A_1,E112
NY_20_05_25_A_1,E113
NY_20_05_26_A_1,E114
NY_20_05_27_A_1,E115
NY_20_05_28_A_1,E116
NY_20_05_29_A_1,E117
NY_20_05_30_A_1,E118
NY_20_05_31_A_1,E119
NY_20_05_32_A_1,E120
NY_20_05_33_A_1,E121
NY_20_05_34_A_1,E122
NY_20_05_35_A_1,E123
NY_20_05_36_A_1,E124
NY_20_05_37_A_1,E125
NY_20_05_38_A_1,E126
NY_20_05_39_A_1,E127
NY_20_05_40_A_1,E128
NY_20_05_41_A_1,E129
NY_20_05_42_A_1,E130
NY_20_05_43_A_1,E131
NY_20_05_44_A_1,E132
NY_20_05_45_A_1,E133
NY_20_05_46_A_1,E134
NY_20_05_47_A_1,E135
NY_20_05_48_A_1,E136
NY_20_05_49_A_1,E137
NY_20_05_51_A_1,E139
NY_20_05_52_A_1,E140
NY_20_05_53_A_1,E141
NY_20_05_54_A_1,E143
NY_20_05_55_A_1,E144
NY_20_05_56_A_1,E145
NY_20_05_57_A_1,E146
NY_20_05_58_A_1,E147
NY_20_05_59_A_1,E148
NY_20_05_60_A_1,E149
NY_20_05_61_A_1,E150
NY_20_05_62_A_1,E151
NY_20_05_63_A_1,E152
NY_20_05_64_A_1,E153
NY_20_05_65_A_1,E154
NY_20_05_66_A_1,E155
NY_20_05_67_A_1,E156
NY_20_05_68_A_1,E157
NY_20_05_69_A_1,E158
NY_20_05_70_A_1,E159
NY_20_05_71_A_1,E160
NY_20_05_72_A_1,E161
NY_20_05_73_A_1,E162
NY_20_05_74_A_1,E163
NY_20_05_75_A_1,E164
NY_20_05_76_A_1,E165
NY_20_05_77_A_1,E166
NY_20_05_78_A_1,E167
NY_20_05_79_A_1,E168
NY_20_05_80_A_1,E169
NY_20_05_81_A_1,E170
NY_20_05_82_A_1,E172
NY_20_04_01_A_1,E173
NY_20_04_02_A_1,E174
NY_20_04_03_A_1,E175
NY_20_04_04_A_1,E176
NY_20_04_05_A_1,E177
NY_20_04_06_A_1,E178
NY_20_04_07_A_1,E179
NY_20_04_08_A_1,E180
NY_20_04_09_A_1,E181
NY_20_04_10_A_1,E182
NY_20_04_11_A_1,E183
NY_20_04_12_A_1,E184
NY_20_04_13_A_1,E185
NY_20_04_14_A_1,E186
NY_20_04_15_A_1,E187
NY_20_04_16_A_1,E188
NY_20_04_17_A_1,E189
NY_20_04_18_A_1,E190
NY_20_04_19_A_1,E191
NY_20_04_20_A_1,E192
NY_20_04_21_A_1,E193
NY_20_04_22_A_1,E194
NY_20_04_23_A_1,E195
NY_20_04_24_A_1,E196
NY_20_04_25_A_1,E197
NY_20_04_26_A_1,E198
NY_20_04_27_A_1,E199
NY_20_04_28_A_1,E200
NY_20_04_29_A_1,E201
NY_20_04_30_A_1,E202
NY_20_04_31_A_1,E203
NY_20_04_32_A_1,E204
NY_20_04_33_A_1,E205
NY_20_04_34_A_1,E206
NY_20_04_35_A_1,E207
NY_20_04_36_A_1,E208
NY_20_04_37_A_1,E209
NY_20_04_38_A_1,E210
NY_20_04_39_A_1,E211
NY_20_04_40_A_1,E212
NY_20_04_41_A_1,E213
NY_20_04_42_A_1,E214
NY_20_04_43_A_1,E215
NY_20_04_44_A_1,E217
NY_20_04_45_A_1,E218
NY_20_04_46_A_1,E219
NY_20_04_47_A_1,E220
NY_20_04_48_A_1,E221
NY_20_04_49_A_1,E222
NY_20_04_50_A_1,E223
NY_20_04_51_A_1,E224
NY_20_04_52_A_1,E225
NY_20_04_53_A_1,E226
NY_20_04_54_A_1,E227
NY_20_04_55_A_1,E230
NY_20_04_56_A_1,E231
NY_20_04_57_A_1,E233
NY_20_04_58_A_1,E234
NY_20_06_35_A_1,E037
NY_20_06_36_A_1,E038
NY_20_06_37_A_1,E041
NY_20_06_38_A_1,E039
NY_20_06_39_A_1,E042
NY_20_06_40_A_1,E043
NY_20_06_41_A_1,E044
NY_20_06_42_A_1,E045
NY_20_06_43_A_1,E046
NY_20_06_44_A_1,E047
NY_20_06_45_A_1,E048
NY_20_06_46_A_1,E049
NY_20_06_47_A_1,E050
NY_20_06_48_A_1,E051
NY_20_06_49_A_1,E052
NY_20_06_50_A_1,E053
NY_20_06_51_A_1,E054
NY_20_06_52_A_1,E055
NY_20_06_53_A_1,E056
NY_20_06_54_A_1,E057
NY_20_06_55_A_1,E058
NY_20_06_56_A_1,E059
NY_20_06_57_A_1,E060
NY_20_06_58_A_1,E061
NY_20_06_59_A_1,E062
NY_20_06_60_A_1,E063
NY_20_06_61_A_1,E064
NY_20_06_62_A_1,E065
NY_20_06_63_A_1,E067
NY_20_06_64_A_1,E068
NY_20_06_65_A_1,E069
NY_20_06_66_A_1,E070
NY_20_06_67_A_1,E071
NY_20_06_68_A_1,E072
NY_20_06_69_A_1,E073
NY_20_06_70_A_1,E074
NY_20_06_71_A_1,E075
NY_20_06_72_A_1,E076
NY_20_06_73_A_1,E077
NY_20_06_74_A_1,E078
NY_20_06_75_A_1,E079
NY_20_06_76_A_1,E080
NY_20_06_77_A_1,E082
NY_20_06_78_A_1,E083
NY_20_06_79_A_1,E084
NY_20_06_80_A_1,E085
NY_20_06_81_A_1,E086
NY_20_06_82_A_1,E087
NY_20_03_17_A_1,G4
NY_20_03_18_A_1,G7
NY_20_03_19_A_1,G8
NY_20_03_20_A_1,G9
NY_20_03_21_A_1,G11
NY_20_03_22_A_1,G12
NY_20_03_24_A_1,G17
NY_20_03_25_A_1,G19
NY_20_03_26_A_1,G20
NY_20_03_27_A_1,G225
NY_20_03_28_A_1,G31
NY_20_03_29_A_1,G36
NY_20_03_30_A_1,G43
NY_20_03_31_A_1,G45
NY_20_03_32_A_1,G48
NY_20_03_33_A_1,G51
NY_20_03_34_A_1,G53
NY_20_03_35_A_1,G54
NY_20_03_36_A_1,G55
NY_20_03_38_A_1,G59
NY_20_03_39_A_1,G61
NY_20_03_40_A_1,G64
NY_20_03_41_A_1,G69
NY_20_03_45_A_1,G78
NY_20_03_46_A_1,G83
NY_20_03_47_A_1,G87
NY_20_03_48_A_1,G88
NY_20_03_49_A_1,G89
NY_20_03_50_A_1,G90
NY_20_03_51_A_1,G91
NY_20_03_52_A_1,G95
NY_20_03_53_A_1,G100
NY_20_03_54_A_1,G105
NY_20_03_55_A_1,G113
NY_20_03_56_A_1,G114
NY_20_03_58_A_1,G118
NY_20_03_59_A_1,G123
NY_20_03_64_A_1,G134
NY_20_03_70_A_1,G153
NY_20_03_75_A_1,G163
NY_20_03_76_A_1,G165
NY_20_03_77_A_1,G174
NY_20_03_80_A_1,G181
NY_20_03_81_A_1,G185
NY_20_03_82_A_1,G191
NY_20_02_01_A_1,G192
NY_20_02_02_A_1,G194
NY_20_02_03_A_1,G198
NY_20_02_04_A_1,G201
NY_20_02_05_A_1,G204
NY_20_02_06_A_1,G206
NY_20_02_07_A_1,G207
NY_20_02_08_A_1,G209
NY_20_02_09_A_1,G210
NY_20_02_10_A_1,G211
NY_20_02_11_A_1,G212
NY_20_02_12_A_1,G213
NY_20_02_13_A_1,G215
NY_20_02_14_A_1,G217
NY_20_02_15_A_1,G219
NY_20_02_16_A_1,G220
NY_20_02_17_A_1,G223
NY_20_02_18_A_1,G230
NY_20_02_19_A_1,G234
NY_20_02_20_A_1,G182
NY_20_02_21_A_1,G199
NY_20_02_22_A_1,GUNK1
NY_20_02_23_A_1,GUNK2
NY_20_02_24_A_1,GUNK3
NY1,Marq/SO4
NY2,Marq/SO4
NY3,Marq/SO4
NY4,Marq/3309C
NY5,Marq/3309C
NY6,Marq/3309C
NY7,Marq/5C
NY8,Marq/5C
NY9,Marq/5C
NY10,Marq/1103P
NY11,Marq/1103P
NY12,Marq/1103P
NY13,Marq/Freedom
NY14,Marq/Freedom
NY15,Marq/Freedom
NY16,Marq/Marq
NY17,Marq/Marq
NY18,Marq/Marq
NY19,Marq/SO4
NY20,Marq/SO4
NY21,Marq/SO4
NY22,Marq/3309C
NY23,Marq/3309C
NY24,Marq/3309C
NY25,Marq/5C
NY26,Marq/5C
NY27,Marq/5C
NY28,Marq/1103P
NY29,Marq/1103P
NY30,Marq/1103P
NY31,Marq/Freedom
NY32,Marq/Freedom
NY33,Marq/Freedom
NY37,Marq/SO4
NY38,Marq/SO4
NY39,BLANK
NY40,Marq/3309C
NY41,Marq/3309C
NY42,Marq/3309C
NY43,Marq/5C
NY44,Marq/5C
NY45,Marq/5C
NY46,Marq/1103P
NY47,Marq/1103P
NY48,Marq/1103P
NY49,Marq/Freedom
NY50,Marq/Freedom
NY51,Marq/Freedom
NY52,Marq/Marq
NY53,Marq/Marq
NY54,Marq/Marq
NY55,SO4
NY56,SO4
NY57,SO4
NY58,Marq/Freedom
NY59,Marq/Freedom
NY60,Marq/Freedom
NY61,Marq/3309C
NY62,Marq/3309C
NY63,Marq/3309C
NY36,Marq/3309C
NY34,Marq/3309C
NY35,G163
NY65,Marq/SO4
NY66,Marq/SO4
NY67,Marq/SO4
NY68,Marq/3309C
NY69,Marq/3309C
NY70,Marq/3309C
NY71,Marq/5C
NY72,Marq/5C
NY73,Marq/5C
NY74,Marq/1103P
NY75,Marq/1103P
NY76,Marq/1103P
NY77,Marq/Freedom
NY78,Marq/Freedom
NY79,Marq/Freedom
NY80,Marq/Marq
NY81,Marq/Marq
NY82,Marq/Marq
NY83,Marq/SO4
NY84,Marq/SO4
NY85,Marq/SO4
NY86,Marq/3309C
NY87,Marq/3309C
NY88,Marq/3309C
NY89,Marq/5C
NY90,Marq/5C
NY91,Marq/5C
NY92,Marq/1103P
NY93,Marq/1103P
NY94,Marq/1103P
NY95,Marq/Freedom
NY96,Marq/Freedom
NY97,Marq/Freedom
NY98,Marq/Marquette
NY99,Marq/Marquette
NY100,Marq/Marquette
NY101,Marq/Marquette
NY102,Marq/Marquette
NY103,Marq/Marquette
NY104,Marq/SO4
NY105,Marq/SO4
NY106,Marq/SO4
NY107,Marq/3309C
NY108,Marq/3309C
NY109,Marq/3309C
NY110,Marq/5C
NY111,Marq/5C
NY112,Marq/5C
NY113,Marq/1103P
NY114,Marq/1103P
NY115,Marq/1103P
NY116,Marq/Freedom
NY117,Marq/Freedom
NY118,Marq/Freedom
NY119,Marq/Freedom
NY120,Marq/Freedom
NY121,Marq/Freedom
NY122,Marq/3309C
NY123,Marq/3309C
NY124,Marq/3309C
NY125,588160
NY126,588160
NY127,588160
NY128,588271
NY129,588271
NY130,588271
NY131,Marq/SO4
NY132,Marq/SO4
NY133,Marq/SO4
NY134,Marq/3309C
NY135,Marq/3309C
NY136,Marq/3309C
NY137,Marq/5C
NY138,Marq/5C
NY139,Marq/5C
NY140,Marq/1103P
NY141,Marq/1103P
NY142,Marq/1103P
NY143,Marq/Freedom
NY144,Marq/Freedom
NY145,Marq/Freedom
NY146,Marq/Marq
NY147,Marq/Marq
NY148,Marq/Marq
NY149,588160
NY150,588160
NY151,588160
NY152,Marq/3309C
NY153,Marq/3309C
NY154,Marq/3309C
NY155,Marq/5C
NY156,Marq/5C
NY157,Marq/5C
NY158,Marq/1103P
NY159,Marq/1103P
NY160,Marq/1103P
NY161,Marq/Freedom
NY162,Marq/Freedom
NY163,Marq/Freedom
NY164,Marq/Marq
NY165,Marq/Marq
NY166,Marq/Marq
NY167,Marq/Marquette
NY168,Marq/Marquette
NY169,Marq/Marquette
NY170,Marq/SO4
NY171,Marq/SO4
NY172,Marq/SO4
NY173,Marq/3309C
NY174,Marq/3309C
NY175,Marq/3309C
NY176,Marq/5C
NY177,Marq/5C
NY178,Marq/5C
NY179,Marq/1103P
NY180,Marq/1103P
NY181,Marq/1103P
NY182,Marq/Freedom
NY183,Marq/Freedom
NY184,Marq/Freedom
NY185,Marq/Freedom
NY186,Marq/Freedom
NY187,Marq/Freedom
NY188,Marq/3309C
NY189,Marq/3309C
NY190,Marq/3309C
NY191,588160
NY192,588160
NY193,588160
NY194,588271
NY195,588271
NY196,588271
CO_20_3_3_c,E002
CO_20_3_4_c,E004
CO_20_3_9_c,E013
CO_20_3_11_c,E017
CO_20_3_12_c,E019
CO_20_3_35_c,E054
CO_20_3_38_c,E059
CO_20_4_1_c,E069
CO_20_4_4_c,E074
CO_20_4_5_c,E075
CO_20_4_7_c,E077
CO_20_4_13_c,E088
CO_20_4_16_c,E091
CO_20_4_20_c,E095
CO_20_4_26_c,E105
CO_20_4_31_c,E113
CO_20_4_32_c,E114
CO_20_4_35_c,E117
CO_20_4_42_c,E125
CO_20_4_44_c,E127
CO_20_5_13_c,E148
CO_20_5_19_c,E154
CO_20_5_21_c,E157
CO_20_5_24_c,E161
CO_20_5_26_c,E163
CO_20_5_28_c,E165
CO_20_5_37_c,E177
CO_20_5_40_c,E181
CO_20_6_1_c,E192
CO_20_6_3_c,E194
CO_20_6_6_c,E198
CO_20_6_8_c,E201
CO_20_6_10_c,E206
CO_20_6_13_c,E211
CO_20_6_14_c,E213
CO_20_6_16_c,E215
CO_20_6_17_c,E217
CO_20_6_19_c,E219
CO_20_6_23_c,E223
CO_20_28_7_c,G002
CO_20_27_14_c,G009
CO_20_28_22_c,G013
CO_20_27_13_c,G017
CO_20_28_17_c,G036
CO_20_32_6_c,G048
CO_20_28_11_c,G051
CO_20_33_17_c,G053
CO_20_28_16_c,G054
CO_20_28_12_c,G055
CO_20_30_12_c,G059
CO_20_31_19_c,G069
CO_20_27_8_c,G074
CO_20_29_21_c,G075
CO_20_29_20_c,G077
CO_20_33_14_c,G083
CO_20_28_3_c,G087
CO_20_32_21_c,G088
CO_20_30_8_c,G090
CO_20_32_19_c,G091
CO_20_31_14_c,G095
CO_20_30_17_c,G100
CO_20_33_16_c,G105
CO_20_27_12_c,G113
CO_20_28_9_c,G114
CO_20_32_22_c,G123
CO_20_31_16_c,G125
CO_20_28_13_c,G127
CO_20_27_9_c,G141
CO_20_28_6_c,G148
CO_20_30_2_c,G154
CO_20_31_4_c,G157
CO_20_32_10_c,G160
CO_20_28_15_c,G161
CO_20_30_19_c,G163
CO_20_31_9_c,G165
CO_20_32_18_c,G177
CO_20_32_11_c,G181
CO_20_30_11_c,G185
CO_20_29_12_c,G192
CO_20_30_23_c,G194
CO_20_28_10_c,G198
CO_20_32_2_c,G199
CO_20_33_20_c,G201
CO_20_30_16_c,G204
CO_20_27_6_c,G206
CO_20_28_14_c,G211
CO_20_31_20_c,G213
CO_20_33_10_c,G217
CO_20_31_12_c,G219
CO_20_27_15_c,G223
CO_20_3_1_c,588160
CO_20_3_2_c,588271
SD_20_01_01_C_CI E001,E001
SD_20_01_02_C_CI E002,E002
SD_20_01_04_C_CI E004,E004
SD_20_01_05_C_CI E005,E005
SD_20_01_07_C_CI E007,E007
SD_20_01_09_C_CI E009,E009
SD_20_01_11_C_CI E011,E011
SD_20_01_12_C_CI E012,E012
SD_20_01_13_C_CI E013,E013
SD_20_01_15_C_CI E015,E015
SD_20_01_16_C_CI E016,E016
SD_20_01_17_C_CI E017,E017
SD_20_01_18_C_CI 588271,588271
SD_20_01_20_C_CI E020,E020
SD_20_01_21_C_CI E022,E022
SD_20_01_22_C_CI E023,E023
SD_20_01_24_C_CI E025,E025
SD_20_01_25_C_CI E026,E026
SD_20_01_26_C_CI E027,E027
SD_20_01_27_C_CI E028,E028
SD_20_01_28_C_CI E029,E029
SD_20_01_29_C_CI E030,E030
SD_20_01_30_C_CI E031,E031
SD_20_01_31_C_CI E032,E032
SD_20_01_32_C_CI E033,E033
SD_20_01_33_C_CI E034,E034
SD_20_01_34_C_CI E035,E035
SD_20_01_35_C_CI E036,E036
SD_20_01_36_C_CI E037,E037
SD_20_01_37_C_CI E038,E038
SD_20_01_38_C_CI E039,E039
SD_20_01_39_C_CI E041,E041
SD_20_01_41_C_CI E043,E043
SD_20_01_42_C_CI E044,E044
SD_20_01_43_C_CI E045,E045
SD_20_01_44_C_CI E046,E046
SD_20_01_46_C_CI E048,E048
SD_20_01_47_C_CI E049,E049
SD_20_01_48_C_CI E050,E050
SD_20_01_50_C_CI E052,E052
SD_20_01_52_C_CI E054,E054
SD_20_01_53_C_CI E055,E055
SD_20_01_59_C_CI E061,E061
SD_20_01_60_C_CI E062,E062
SD_20_01_62_C_CI E064,E064
SD_20_01_64_C_CI E067,E067
SD_20_01_65_C_CI E068,E068
SD_20_01_67_C_CI E069,E069
SD_20_01_68_C_CI E071,E071
SD_20_01_71_C_CI E074,E074
SD_20_01_72_C_CI E075,E075
SD_20_02_02_C_CI E077,E077
SD_20_02_04_C_CI E079,E079
SD_20_02_06_C_CI E082,E082
SD_20_02_07_C_CI E083,E083
SD_20_02_09_C_CI E085,E085
SD_20_02_10_C_CI E086,E086
SD_20_02_11_C_CI E087,E087
SD_20_02_14_C_CI E090,E090
SD_20_02_17_C_CI E093,E093
SD_20_02_19_C_CI E095,E095
SD_20_02_20_C_CI E096,E096
SD_20_02_21_C_CI E097,E097
SD_20_02_22_C_CI E098,E098
SD_20_02_23_C_CI E099,E099
SD_20_02_24_C_CI E100,E100
SD_20_02_25_C_CI E101,E101
SD_20_02_26_C_CI E102,E102
SD_20_02_27_C_CI E103,E103
SD_20_02_29_C_CI E105,E105
SD_20_02_31_C_CI E107,E107
SD_20_02_32_C_CI E108,E108
SD_20_02_33_C_CI E109,E109
SD_20_02_34_C_CI E110,E110
SD_20_02_35_C_CI E112,E112
SD_20_02_36_C_CI E113,E113
SD_20_02_38_C_CI E115,E115
SD_20_02_39_C_CI E116,E116
SD_20_02_40_C_CI E117,E117
SD_20_02_42_C_CI E119,E119
SD_20_02_45_C_CI E122,E122
SD_20_02_47_C_CI E124,E124
SD_20_02_48_C_CI E125,E125
SD_20_02_49_C_CI E126,E126
SD_20_02_50_C_CI E127,E127
SD_20_02_51_C_CI E128,E128
SD_20_02_52_C_CI E129,E129
SD_20_02_54_C_CI E131,E131
SD_20_02_56_C_CI E133,E133
SD_20_02_58_C_CI E135,E135
SD_20_02_60_C_CI E137,E137
SD_20_02_62_C_CI E139,E139
SD_20_02_64_C_CI E141,E141
SD_20_02_66_C_CI E144,E144
SD_20_02_67_C_CI E145,E145
SD_20_02_68_C_CI E146,E146
SD_20_02_69_C_CI E147,E147
SD_20_02_70_C_CI E148,E148
SD_20_02_71_C_CI E149,E149
SD_20_03_01_C_CI E151,E151
SD_20_03_03_C_CI E153,E153
SD_20_03_04_C_CI E154,E154
SD_20_03_05_C_CI E155,E155
SD_20_03_06_C_CI E156,E156
SD_20_03_07_C_CI E157,E157
SD_20_03_11_C_CI E161,E161
SD_20_03_12_C_CI E162,E162
SD_20_03_13_C_CI E163,E163
SD_20_03_14_C_CI E164,E164
SD_20_03_15_C_CI E165,E165
SD_20_03_17_C_CI E167,E167
SD_20_03_19_C_CI E169,E169
SD_20_03_21_C_CI E172,E172
SD_20_03_22_C_CI E173,E173
SD_20_03_23_C_CI E174,E174
SD_20_03_24_C_CI E175,E175
SD_20_03_25_C_CI E176,E176
SD_20_03_26_C_CI E177,E177
SD_20_03_28_C_CI E179,E179
SD_20_03_29_C_CI E180,E180
SD_20_03_30_C_CI E181,E181
SD_20_03_32_C_CI E183,E183
SD_20_03_33_C_CI E184,E184
SD_20_03_34_C_CI E185,E185
SD_20_03_35_C_CI E186,E186
SD_20_03_36_C_CI E187,E187
SD_20_03_37_C_CI E188,E188
SD_20_03_38_C_CI E189,E189
SD_20_03_41_C_CI E192,E192
SD_20_03_42_C_CI E193,E193
SD_20_03_43_C_CI E194,E194
SD_20_03_44_C_CI E195,E195
SD_20_03_46_C_CI E197,E197
SD_20_03_47_C_CI E198,E198
SD_20_03_48_C_CI E199,E199
SD_20_03_50_C_CI E201,E201
SD_20_03_51_C_CI E202,E202
SD_20_03_52_C_CI E203,E203
SD_20_03_53_C_CI E204,E204
SD_20_03_55_C_CI E206,E206
SD_20_03_56_C_CI E207,E207
SD_20_03_58_C_CI E209,E209
SD_20_03_60_C_CI E211,E211
SD_20_03_62_C_CI E213,E213
SD_20_03_63_C_CI E214,E214
SD_20_03_65_C_CI E217,E217
SD_20_03_67_C_CI E219,E219
SD_20_03_68_C_CI E220,E220
SD_20_03_70_C_CI E222,E222
SD_20_03_71_C_CI E223,E223
SD_20_04_01_C_CI E225,E225
SD_20_04_02_C_CI E226,E226
SD_20_04_03_C_CI E227,E227
SD_20_04_04_C_CI E230,E230
SD_20_04_05_C_CI E231,E231
SD_20_04_07_C_CI E234,E234
SD_20_04_08_C_CI E300,E300
SD_20_04_09_C_CI E303,E303
SD_20_04_10_C_CI E307,E307
SD_20_04_11_C_CI E310,E310
SD_20_04_12_C_CI E313,E313
SD_20_04_13_C_CI E322,E322
SD_20_04_14_C_CI E330,E330
SD_20_04_15_C_CI E331,E331
SD_20_04_16_C_CI E344,E344
SD_20_04_17_C_CI E345,E345
SD_20_04_18_C_CI E346,E346
SD_20_04_19_C_CI E339,E339
SD_20_04_20_C_CI E351,E351
SD_20_04_21_C_CI E352,E352
SD_20_04_22_C_CI E353,E353
SD_20_04_23_C_CI E355,E355
SD_20_04_24_C_CI E366,E366
SD_20_04_25_C_CI E368,E368
SD_20_04_26_C_CI E372,E372
SD_20_04_27_C_CI E373,E373
SD_20_04_28_C_CI E379,E379
SD_20_04_29_C_CI E380,E380
SD_20_04_30_C_CI E384,E384
SD_20_04_31_C_CI E394,E394
SD_20_04_32_C_CI E396,E396
SD_20_04_33_C_CI E397,E397
SD_20_04_34_C_CI E399,E399
SD_20_04_35_C_CI E404,E404
SD_20_04_36_C_CI E405,E405
SD_20_04_37_C_CI E406,E406
SD_20_04_38_C_CI E409,E409
SD_20_04_39_C_CI E410,E410
SD_20_04_40_C_CI E413,E413
SD_20_04_50_C_CI 588160,588160
SD_20_04_52_C_CI M/SO4_1,M/S04_1
SD_20_04_53_C_CI M/3309C_1,M/3309C_1
SD_20_04_54_C_CI M/5C_1,M/5C_1
SD_20_04_55_C_CI M/1103P_1,M/1103p_1
SD_20_04_56_C_CI M/Freedom_1,M/Free_1
SD_20_04_61_C_CI M/M_1,M/M_1
SD_20_05_06_C_CI M/SO4_2,M/S04_2
SD_20_05_07_C_CI M/3309C_2,M/3309C_2
SD_20_05_08_C_CI M/1103P_2,M/1103p_2
SD_20_05_09_C_CI M/5C_2,M/5C_2
SD_20_05_10_C_CI M/Free_2,M/Free_2
SD_20_05_11_C_CI M/3309C_5,M/3309C_5
SD_20_05_12_C_CI M/S04_5,M/S04_5
SD_20_05_13_C_CI M/1103P_5,M/1103p_5
SD_20_05_14_C_CI M/5C_5,M/5C_5
SD_20_05_15_C_CI M/Free_5,M/Free_5
SD_20_05_16_C_CI M/3309C_6,M/3309C_6
SD_20_05_17_C_CI M/5C_6,M/5C_6
SD_20_05_18_C_CI M/SO4_6,M/S04_6
SD_20_05_19_C_CI M/Free_6,M/Free_6
SD_20_05_20_C_CI M/1103P_6,M/1103p_6
SD_20_05_32_C_CI M/M_2,M/M_2
SD_20_05_33_C_CI M/002,G002
SD_20_05_34_C_CI M/004,G004
SD_20_05_35_C_CI M/007,G007
SD_20_05_36_C_CI M/008,G008
SD_20_05_37_C_CI M/009,G009
SD_20_05_38_C_CI M/012,G012
SD_20_05_39_C_CI M/013,G013
SD_20_05_40_C_CI M/017,G017
SD_20_05_41_C_CI M/019,G019
SD_20_05_42_C_CI M/020,G020
SD_20_05_43_C_CI M/031,G031
SD_20_05_44_C_CI M/036,G036
SD_20_05_45_C_CI M/048,G048
SD_20_05_46_C_CI M/051,G051
SD_20_05_47_C_CI M/053,G053
SD_20_05_48_C_CI M/054,G054
SD_20_05_49_C_CI M/M_3,M/M_3
SD_20_06_01_C_CI M/055,G055
SD_20_06_02_C_CI M/059,G059
SD_20_06_03_C_CI M/069,G069
SD_20_06_04_C_CI M/075,G075
SD_20_06_05_C_CI M/077,G077
SD_20_06_06_C_CI M/083,G083
SD_20_06_07_C_CI M/087,G087
SD_20_06_08_C_CI M/088,G088
SD_20_06_09_C_CI M/090,G090
SD_20_06_10_C_CI M/091,G091
SD_20_06_11_C_CI M/095,G095
SD_20_06_12_C_CI M/074,G074
SD_20_06_13_C_CI M/100,G100
SD_20_06_14_C_CI M/105,G105
SD_20_06_15_C_CI M/113,G113
SD_20_06_16_C_CI M/114,G114
SD_20_06_17_C_CI M/117,G117
SD_20_06_18_C_CI M/123,G123
SD_20_06_19_C_CI M/125,G125
SD_20_06_20_C_CI M/127,G127
SD_20_06_21_C_CI M/141,G141
SD_20_06_22_C_CI M/148,G148
SD_20_06_23_C_CI M/154,G154
SD_20_06_24_C_CI M/157,G157
SD_20_06_25_C_CI M/160,G160
SD_20_06_26_C_CI M/161,G161
SD_20_06_27_C_CI M/163,G163
SD_20_06_28_C_CI M/165,G165
SD_20_06_29_C_CI M/177,G177
SD_20_06_30_C_CI M/181,G181
SD_20_06_31_C_CI M/185,G185
SD_20_06_32_C_CI M/192,G192
SD_20_06_33_C_CI M/194,G194
SD_20_06_34_C_CI M/198,G198
SD_20_06_35_C_CI M/199,G199
SD_20_06_41_C_CI M/SO4_3,M/S04_3
SD_20_06_42_C_CI M/3309C_3,M/3309C_3
SD_20_06_43_C_CI M/5C_3,M/5C_3
SD_20_06_44_C_CI M/1103P_3,M/1103p_3
SD_20_06_45_C_CI M/Freedom_3,M/Free_3
SD_20_07_07_C_CI M/SO4_4,M/S04_4
SD_20_07_08_C_CI M/3309C_4,M/3309C_4
SD_20_07_09_C_CI M/1103P_4,M/1103p_4
SD_20_07_10_C_CI M/5C_4,M/5C_4
SD_20_07_11_C_CI M/Freedom_4,M/Free_4
SD_20_07_16_C_CI M/M_4,M/M4
SD_20_07_17_C_CI M/201,G201
SD_20_07_18_C_CI M/204,G204
SD_20_07_19_C_CI M/206,G206
SD_20_07_20_C_CI M/209,G209
SD_20_07_21_C_CI M/211,G211
SD_20_07_22_C_CI M/213,G213
SD_20_07_23_C_CI M/215,G215
SD_20_07_24_C_CI M/217,G217
SD_20_07_25_C_CI M/219,G219
